Week,1960-1969,Afweer,Aids,Amantadine,Antigene_drift,Antigene_shift,Astma,Aviaire_influenza,Azerbeidzjan,Aziatische_griep,Bloedtransfusie,Borstvoeding,Buikgriep,COPD,Cytostaticum,Darminfectie,Diabetes_mellitus,Ebola,Echinacea_(plant),Eerste_Wereldoorlog,Eiwitmantel,Endemie_(geneeskunde),Epidemie,Genetica,Griep,Griepprik,H1N1,H2N2,H3N2,H5N1,H5N2,H7N9,Hemagglutinine,Hiv,Hoest,Hoesten,Hong_Kong_griep,Hongkong,Hongkonggriep,Hoofdpijn,Immuundeficiëntie,Immuunsysteem,Incubatieperiode,Infectie,Infectieziekte,Influenza,Influenzavirus_A,Keel_(anatomie),Keelpijn,Koorts,Koude_rilling,Koude_rillingen,La_Gloria_(Veracruz),Lijst_van_longziekten,Marburgvirus,Mexicaanse_griep,Morbiditeitsgraad,Mortaliteit,Mutatie_(biologie),Neuraminidase,Opportunistische_infectie,Orthomyxovirus,Oseltamivir,Palmitoylethanolamide,Pandemie,Pandemrix,Pathogeen,Pokken,Pulmonologie,Recombinatie_(genetica),SARS,Spaanse_griep,Spierpijn,Steenpuist,Symptoom,Vaccin,Varkensgriep,Verkoudheid,Virologie,Virulentie,Virus_(biologie),Virusinfectie,Vogelgriep,Vogelpest,Wereldgezondheidsorganisatie,Ziekte
2017-01,,227.0,,,42.0,53.0,,14.0,1324.0,73.0,737.0,352.0,1309.0,,8.0,21.0,,,0.0,9081.0,29.0,0.0,,,2983.0,87.0,,,,,,,82.0,,291.0,26.0,0.0,,149.0,323.0,272.0,1063.0,271.0,676.0,353.0,,,0.0,150.0,2987.0,789.0,0.0,0.0,178.0,,391.0,76.0,154.0,0.0,,126.0,,,,,,408.0,,75.0,0.0,,736.0,357.0,853.0,221.0,,95.0,1491.0,100.0,80.0,0.0,11.0,15.0,535.0,349.0,407.0
2017-02,,328.0,,,45.0,78.0,,24.0,1332.0,120.0,964.0,402.0,1124.0,,12.0,18.0,,,0.0,12049.0,44.0,0.0,,,3225.0,157.0,,,,,,,69.0,,242.0,14.0,0.0,,236.0,339.0,266.0,1261.0,308.0,733.0,470.0,,,0.0,123.0,2920.0,733.0,0.0,0.0,192.0,,390.0,115.0,171.0,0.0,,189.0,,,,,,515.0,,107.0,0.0,,861.0,427.0,839.0,263.0,,84.0,1254.0,100.0,113.0,0.0,12.0,27.0,422.0,458.0,503.0
2017-03,,387.0,,,55.0,71.0,,18.0,1453.0,92.0,958.0,475.0,1248.0,,13.0,24.0,,,0.0,12535.0,54.0,0.0,,,3244.0,127.0,,,,,,,60.0,,242.0,17.0,0.0,,145.0,320.0,237.0,1487.0,282.0,701.0,440.0,,,0.0,112.0,3130.0,853.0,0.0,0.0,207.0,,369.0,79.0,222.0,0.0,,122.0,,,,,,568.0,,100.0,0.0,,745.0,436.0,896.0,382.0,,87.0,1137.0,108.0,140.0,0.0,11.0,17.0,373.0,430.0,451.0
2017-04,,395.0,,,37.0,50.0,,24.0,1164.0,77.0,858.0,454.0,1133.0,,22.0,29.0,,,0.0,11832.0,44.0,0.0,,,2995.0,138.0,,,,,,,50.0,,233.0,22.0,0.0,,190.0,342.0,200.0,1308.0,280.0,641.0,384.0,,,0.0,137.0,3470.0,933.0,0.0,0.0,181.0,,457.0,75.0,165.0,0.0,,136.0,,,,,,513.0,,82.0,0.0,,1128.0,419.0,953.0,253.0,,76.0,1117.0,98.0,94.0,0.0,10.0,33.0,453.0,540.0,534.0
2017-05,,356.0,,,28.0,46.0,,27.0,1288.0,112.0,827.0,622.0,1243.0,,14.0,25.0,,,0.0,11792.0,42.0,0.0,,,3244.0,89.0,,,,,,,81.0,,201.0,17.0,0.0,,160.0,361.0,257.0,1161.0,328.0,684.0,439.0,,,0.0,129.0,3635.0,900.0,0.0,0.0,174.0,,412.0,80.0,168.0,0.0,,123.0,,,,,,510.0,,78.0,0.0,,773.0,394.0,959.0,268.0,,87.0,1235.0,85.0,84.0,0.0,6.0,41.0,2689.0,440.0,493.0
2017-06,,304.0,,,65.0,104.0,,24.0,1484.0,98.0,909.0,430.0,1255.0,,14.0,20.0,,,0.0,10809.0,36.0,0.0,,,2955.0,122.0,,,,,,,27.0,,218.0,13.0,0.0,,114.0,387.0,237.0,1036.0,289.0,895.0,519.0,,,0.0,121.0,3125.0,865.0,1.0,0.0,227.0,,428.0,87.0,156.0,0.0,,119.0,,,,,,627.0,,120.0,0.0,,739.0,391.0,822.0,253.0,,71.0,1075.0,104.0,147.0,0.0,12.0,25.0,850.0,438.0,601.0
2017-07,,364.0,,,26.0,36.0,,23.0,1285.0,64.0,899.0,463.0,1291.0,,9.0,18.0,,,0.0,10880.0,45.0,0.0,,,2616.0,61.0,,,,,,,63.0,,198.0,11.0,0.0,,107.0,402.0,216.0,1148.0,311.0,741.0,479.0,,,0.0,113.0,2909.0,888.0,0.0,0.0,208.0,,433.0,71.0,144.0,0.0,46.0,96.0,,,,,,437.0,,117.0,0.0,,664.0,339.0,831.0,223.0,,82.0,1111.0,84.0,106.0,0.0,8.0,14.0,624.0,467.0,543.0
2017-08,,224.0,,,22.0,35.0,,29.0,1401.0,72.0,783.0,445.0,1064.0,,6.0,25.0,,,0.0,10766.0,40.0,0.0,,,2054.0,75.0,,,,,,,42.0,,216.0,21.0,0.0,,88.0,345.0,246.0,938.0,224.0,707.0,430.0,,,0.0,96.0,2349.0,701.0,0.0,0.0,247.0,,313.0,59.0,147.0,0.0,37.0,93.0,,,,,,472.0,,87.0,0.0,,646.0,323.0,785.0,197.0,,68.0,925.0,77.0,114.0,0.0,3.0,22.0,606.0,335.0,638.0
2017-09,,203.0,1630.0,,13.0,26.0,,17.0,1146.0,58.0,800.0,444.0,997.0,,6.0,17.0,,,0.0,8883.0,27.0,0.0,,,1458.0,50.0,,,,,,,107.0,,170.0,14.0,0.0,2981.0,80.0,328.0,231.0,908.0,233.0,575.0,300.0,,,0.0,113.0,2031.0,624.0,1.0,0.0,237.0,,303.0,45.0,144.0,0.0,86.0,104.0,,,,,,387.0,,84.0,0.0,,568.0,336.0,916.0,170.0,,53.0,786.0,70.0,94.0,0.0,7.0,12.0,382.0,363.0,367.0
2017-10,,244.0,1861.0,,18.0,16.0,,13.0,1510.0,35.0,742.0,429.0,812.0,,13.0,20.0,,,0.0,9984.0,29.0,0.0,,,1020.0,46.0,,,,,,,30.0,,161.0,19.0,0.0,2619.0,49.0,287.0,217.0,910.0,221.0,611.0,392.0,,,0.0,120.0,1717.0,575.0,0.0,0.0,173.0,,234.0,46.0,114.0,0.0,29.0,104.0,,,,,,363.0,,73.0,0.0,,518.0,349.0,728.0,212.0,,47.0,680.0,54.0,97.0,0.0,6.0,6.0,373.0,411.0,737.0
