week,incidence
2018-42,41.16
2018-43,19.05
2018-44,38.59
2018-45,45.48
2018-46,32.37
2018-47,50.38
2018-48,53.57
2018-49,47.38
2018-50,62.81
2018-51,69.53
2018-52,37.37
2019-01,50.98
2019-02,78.68
2019-03,74.69
2019-04,67.12
2019-05,59.44
2019-06,107.51
2019-07,90.67
2019-08,76.31
2019-09,54.29
2019-10,61.2
2019-11,57.22
2019-12,36.64
2019-13,33.72
2019-14,35.12
2019-15,24.54
