week,incidence
2018-42,16
2018-43,30.93
2018-44,17.67
2018-45,42.11
2018-46,23.69
2018-47,23.99
2018-48,44.24
2018-49,49.93
2018-50,41.59
2018-51,37.89
2018-52,22.12
2019-01,51.79
2019-02,65.25
2019-03,97.03
2019-04,209.44
2019-05,369.78
2019-06,677.45
2019-07,760.71
2019-08,682.32
2019-09,415.04
2019-10,301.96
2019-11,174.79
2019-12,80.08
2019-13,52.41
2019-14,40.62
2019-15,16.89
