week,incidence
2009-42,1.76
2009-43,4.49
2009-44,9.31
2009-45,12.65
2009-46,12.92
2009-47,11.02
2009-48,6.72
2009-49,3.76
2009-50,2.25
2009-51,1.84
2009-52,1.32
2010-01,1.36
2010-02,1.47
2010-03,1.67
2010-04,1.91
2010-05,2
2010-06,2.12
2010-07,2.07
2010-08,1.98
2010-09,1.81
2010-10,1.65
2010-11,1.38
2010-12,1.28
2010-13,1.05
2010-14,0.93
2010-15,0.82
