week,incidence
2010-42,0
2010-43,0.01
2010-44,0
2010-45,0
2010-46,0
2010-47,0.02
2010-48,0.01
2010-49,0.03
2010-50,0.1
2010-51,0.13
2010-52,0.22
2011-01,0.67
2011-02,2.58
2011-03,4.61
2011-04,5.76
2011-05,7.22
2011-06,7.86
2011-07,6.21
2011-08,4.69
2011-09,3.85
2011-10,2.96
2011-11,3.07
2011-12,1.72
2011-13,1.01
2011-14,0.67
2011-15,2.58
