week,incidence
2009-42,
2009-43,
2009-44,
2009-45,
2009-46,
2009-47,
2009-48,
2009-49,
2009-50,
2009-51,
2009-52,
2010-01,
2010-02,
2010-03,34.2381070131
2010-04,43.1416870223
2010-05,36.7162969715
2010-06,44.6159411552
2010-07,37.4803069574
2010-08,22.0132708576
2010-09,37.5568923263
2010-10,25.0923712918
2010-11,25.9415450518
2010-12,19.7325287554
2010-13,21.0055951267
2010-14,15.6013055172
2010-15,18.8036054397
