week,incidence
2018-42,0.03
2018-43,0.06
2018-44,0.04
2018-45,0.08
2018-46,0.09
2018-47,0.12
2018-48,0.19
2018-49,0.32
2018-50,0.38
2018-51,0.48
2018-52,0.31
2019-01,0.56
2019-02,1.43
2019-03,2.45
2019-04,4.48
2019-05,9.59
2019-06,14.89
2019-07,21.52
2019-08,23.6
2019-09,22.28
2019-10,19.77
2019-11,16.74
2019-12,12.87
2019-13,8.49
2019-14,4.93
2019-15,3.02
