week,incidence
2017-42,0.03
2017-43,0.05
2017-44,0.03
2017-45,0.06
2017-46,0.05
2017-47,0.1
2017-48,0.11
2017-49,0.2
2017-50,0.36
2017-51,0.6
2017-52,0.76
2018-01,1.6
2018-02,3.03
2018-03,5.24
2018-04,10.31
2018-05,17.19
2018-06,19.56
2018-07,25
2018-08,39.2
2018-09,47.17
2018-10,57.31
2018-11,49.38
2018-12,27.41
2018-13,14.17
2018-14,6.93
2018-15,3.7
