week,incidence
2018-42,57.16
2018-43,49.98
2018-44,56.26
2018-45,87.59
2018-46,56.06
2018-47,74.37
2018-48,97.81
2018-49,97.31
2018-50,104.4
2018-51,107.42
2018-52,59.49
2019-01,102.77
2019-02,143.93
2019-03,171.72
2019-04,276.56
2019-05,429.22
2019-06,784.96
2019-07,851.38
2019-08,758.63
2019-09,469.33
2019-10,363.16
2019-11,232.01
2019-12,116.72
2019-13,86.13
2019-14,75.74
2019-15,41.43
