week,incidence
2009-42,1.92
2009-43,3.39
2009-44,9.77
2009-45,24.86
2009-46,40.29
2009-47,26.22
2009-48,17.98
2009-49,11.64
2009-50,8.53
2009-51,6.11
2009-52,2.38
2010-01,1.13
2010-02,0.67
2010-03,0.47
2010-04,0.37
2010-05,0.25
2010-06,0.16
2010-07,0.08
2010-08,0.11
2010-09,0.08
2010-10,0.07
2010-11,0.05
2010-12,0.06
2010-13,0.03
2010-14,0
2010-15,0.01
