week,incidence
2017-42,0.89
2017-43,0.85
2017-44,0.95
2017-45,1.24
2017-46,1.6
2017-47,1.85
2017-48,2.38
2017-49,3.11
2017-50,4.74
2017-51,7.21
2017-52,11.45
2018-01,13.8
2018-02,14.73
2018-03,13.87
2018-04,12.69
2018-05,10.72
2018-06,8.97
2018-07,7.12
2018-08,6.24
2018-09,4.74
2018-10,3.62
2018-11,2.63
2018-12,2.15
2018-13,1.73
2018-14,1.32
2018-15,1.11
