Week,1918,1969,1997,2004,2005,AIDS,Acido_acetilsalicilico,Acido_sialico,Amantadina,Anni_2000,Antivirale,Antivirali,Antrace,Apparato_respiratorio,Asma,Aspirina,Astenia,Auguste_Rodin,Bacteria,Bronchite,Bronchite_acuta,Broncopneumopatia_cronica_ostruttiva,Case_farmaceutiche,Catarro,Cefalea,Charles_Griffes,Cheratite,Cina,Classificazione_ICD,Colera,Conseguenze_della_prima_guerra_mondiale,Contagion_(film_2011),Contagiosità,Croup,Damiano_de_Veuster,Dengue,Difterite,Dottrina_miasmatico-umorale,Edmund_Allenby,Effetto_collaterale_(medicina),Emoagglutinina,Encefalomielite_acuta_disseminata,Endo-alfa-sialidasi,Enzima,Epatite_A,Epatite_C,Epatopatia,Epidemia,Epidemiologia,Espettorato,Evoluzione,Faringite,Fattore_di_rischio,Febbre,Febbre_Q,Febbre_suina,Febbre_tifoide,Fotofobia,Gastroenterite,Genoma,George_Washington,ICD-10,Infezione,Influenza,Influenza_asiatica,Influenza_aviaria,Influenza_di_Hong_Kong,Influenza_spagnola,Influenza_suina,Influenzavirus_A,Influenzavirus_A_sottotipo_H1N1,Influenzavirus_C,Inghilterra,Insufficienza_cardiaca,Ipoclorito_di_sodio,Isola_di_Pasqua,Italia,Kaliningrad,Königsberg,L'ombra_dello_scorpione_(miniserie_televisiva),Lavandula,Leptospirosi,Malattia,Malattia_di_Lyme,Malattia_infettiva,Meningite,Mialgia,Mineral_Miracle_Solution,Mohammed_Abdullah_Hassan,Morbillo,Mutazione_genetica,Nausea,Neoplasia,Neuraminidasi,New_Jersey,Oceano_Pacifico,Omeopatia,Organizzazione_mondiale_della_sanità,Orthomyxoviridae,Oseltamivir,Pandemia,Pandemia_influenzale,Pandemia_influenzale_del_2009,Paracetamolo,Periodo_di_incubazione,Pertosse,Peste,Peste_nera,Poliomielite,Polmonite,Prima_guerra_mondiale,Quadro_clinico,Rabbia,Raffreddore_comune,Rinite,Rinofaringite,Rinorrea,Réseau_Sentinelles,SARS,Salasso,Sanofi_Pasteur,Sclerosi_multipla,Selezione_naturale,Seni_paranasali,Sequenziamento_del_DNA,Sesta_malattia,Sindrome_di_Reye,Sindrome_influenzale,Sistema_immunitario,Sputo,Starnuto,Stati_Uniti_d'America,Statunitensi,Subsalicilato_di_bismuto,Tahiti,Tifo_esantematico,Tonsillite,Tosse,Tosse_post-virale,Toxoplasma_gondii,Vaccinazione,Vaccino_antinfluenzale,Vaccino_influenza_stagionale,Vaccino_influenzale,Vaiolo,Vienna,Vietnam,Virus_(biologia),Virus_a_RNA,Virus_del_mosaico_del_tabacco,Virus_parainfluenzali_umani,Virus_respiratorio_sinciziale_umano,Vitamina_D,Vomito,XIX_secolo,XVIII_secolo,Yasser_Arafat,Zanamivir,Zinco,Zoonosi
2008-01,,,,,,,168.0,51.0,147.0,1289.0,95.0,31.0,464.0,2460.0,,2957.0,2593.0,,,1323.0,224.0,40.0,264.0,717.0,1300.0,,518.0,,294.0,,1119.0,0.0,1.0,,48.0,,385.0,0.0,,0.0,0.0,0.0,28.0,1560.0,315.0,1503.0,32.0,,601.0,306.0,2194.0,489.0,78.0,3705.0,88.0,0.0,113.0,725.0,567.0,1018.0,,,1112.0,,73.0,814.0,30.0,1077.0,0.0,,0.0,,7092.0,280.0,473.0,2753.0,,,,0.0,,591.0,1033.0,517.0,383.0,4865.0,1064.0,0.0,,907.0,739.0,,,12.0,,1298.0,2332.0,4.0,,,,54.0,0.0,4016.0,78.0,300.0,,1058.0,690.0,2152.0,12473.0,0.0,702.0,776.0,411.0,0.0,161.0,,,388.0,,5014.0,594.0,402.0,26.0,1426.0,358.0,0.0,938.0,0.0,284.0,,61.0,10.0,,292.0,511.0,,0.0,,758.0,0.0,0.0,0.0,550.0,,,0.0,0.0,11.0,0.0,0.0,469.0,880.0,2666.0,1496.0,,,,
2008-02,,,,,,,105.0,68.0,92.0,910.0,93.0,22.0,360.0,3275.0,,2226.0,3181.0,,,1161.0,165.0,0.0,309.0,594.0,1464.0,,439.0,,181.0,,1546.0,0.0,1.0,,32.0,,430.0,0.0,,0.0,0.0,0.0,30.0,1893.0,104.0,383.0,0.0,,760.0,283.0,2213.0,442.0,55.0,2557.0,66.0,0.0,111.0,1075.0,475.0,981.0,,,1318.0,,156.0,675.0,49.0,593.0,0.0,,0.0,,6140.0,298.0,174.0,2610.0,,,,0.0,,672.0,1096.0,421.0,398.0,7880.0,1548.0,0.0,,981.0,1235.0,,572.0,17.0,,1170.0,2285.0,2.0,,,,0.0,0.0,2616.0,98.0,292.0,,1178.0,625.0,1870.0,14771.0,0.0,741.0,497.0,311.0,0.0,146.0,,,398.0,,4829.0,619.0,511.0,4.0,992.0,213.0,0.0,1000.0,0.0,170.0,,49.0,0.0,,240.0,323.0,,0.0,,1191.0,0.0,0.0,0.0,1099.0,,,0.0,0.0,0.0,0.0,0.0,690.0,643.0,2432.0,1582.0,,,,
2008-03,,,,,,,98.0,49.0,68.0,972.0,57.0,31.0,465.0,3662.0,,1943.0,3074.0,,,936.0,152.0,0.0,330.0,492.0,1391.0,,476.0,,143.0,,1685.0,0.0,0.0,,38.0,,388.0,0.0,,0.0,0.0,0.0,34.0,2125.0,95.0,371.0,0.0,,863.0,242.0,2586.0,453.0,42.0,2269.0,61.0,0.0,154.0,589.0,459.0,1002.0,,,1221.0,,64.0,675.0,65.0,511.0,0.0,,0.0,,5694.0,335.0,146.0,3287.0,,,,0.0,,586.0,1190.0,386.0,415.0,3936.0,926.0,0.0,,1066.0,1374.0,,550.0,7.0,,1103.0,2301.0,1.0,,,,0.0,0.0,2517.0,78.0,295.0,,978.0,555.0,1616.0,14867.0,0.0,932.0,471.0,313.0,0.0,138.0,,,354.0,,4984.0,621.0,452.0,10.0,1081.0,195.0,0.0,1046.0,1.0,130.0,,56.0,0.0,,254.0,360.0,,0.0,,976.0,0.0,0.0,0.0,1039.0,,,0.0,0.0,0.0,0.0,0.0,376.0,661.0,2429.0,1632.0,,,,
2008-04,,,,,,,93.0,81.0,91.0,951.0,92.0,33.0,558.0,3781.0,,1985.0,5404.0,,,1031.0,150.0,1.0,284.0,458.0,1156.0,,418.0,,154.0,,1608.0,0.0,0.0,,54.0,,387.0,0.0,,0.0,0.0,0.0,26.0,2154.0,114.0,300.0,0.0,,756.0,285.0,2057.0,477.0,67.0,2470.0,87.0,0.0,154.0,351.0,473.0,1098.0,,,1169.0,,57.0,554.0,30.0,452.0,0.0,,0.0,,5191.0,410.0,180.0,3010.0,,,,0.0,,574.0,998.0,403.0,396.0,1769.0,769.0,0.0,,1001.0,1292.0,,501.0,11.0,,1069.0,2441.0,1.0,,,,0.0,0.0,2577.0,77.0,282.0,,872.0,521.0,1782.0,15486.0,0.0,890.0,415.0,319.0,0.0,139.0,,,337.0,,4757.0,506.0,429.0,9.0,1237.0,212.0,0.0,1019.0,2.0,160.0,,51.0,0.0,,409.0,412.0,,0.0,,837.0,0.0,0.0,0.0,678.0,,,0.0,0.0,0.0,0.0,0.0,443.0,514.0,2453.0,1371.0,,,,
2008-05,,,,,,,102.0,76.0,76.0,794.0,94.0,24.0,476.0,3502.0,,1984.0,3376.0,,,1100.0,129.0,0.0,324.0,534.0,1248.0,,480.0,,167.0,,1248.0,0.0,0.0,,50.0,,408.0,0.0,,0.0,0.0,0.0,19.0,2181.0,96.0,352.0,0.0,,862.0,292.0,2149.0,500.0,94.0,2347.0,64.0,0.0,125.0,325.0,453.0,964.0,,,1224.0,,64.0,557.0,18.0,491.0,0.0,,0.0,,5066.0,368.0,167.0,2419.0,,,,0.0,,641.0,1062.0,369.0,439.0,1475.0,710.0,0.0,,1095.0,1552.0,,467.0,3.0,,1088.0,2196.0,0.0,,,,43.0,0.0,2242.0,66.0,316.0,,970.0,518.0,1928.0,9946.0,0.0,824.0,467.0,360.0,0.0,117.0,,,341.0,,4855.0,629.0,430.0,5.0,1353.0,220.0,0.0,1118.0,0.0,159.0,10068.0,78.0,0.0,,390.0,418.0,,0.0,,796.0,0.0,0.0,0.0,667.0,,,0.0,0.0,0.0,0.0,0.0,799.0,611.0,2362.0,1415.0,,,,
2008-06,,,,,,,104.0,96.0,103.0,859.0,71.0,32.0,933.0,3292.0,,1972.0,3304.0,,,1032.0,146.0,0.0,284.0,470.0,1303.0,,491.0,,202.0,,1238.0,0.0,0.0,,31.0,,398.0,0.0,,0.0,0.0,0.0,27.0,2314.0,110.0,339.0,0.0,,867.0,244.0,2275.0,542.0,81.0,2666.0,85.0,0.0,139.0,304.0,474.0,1082.0,,,1108.0,,26.0,728.0,21.0,555.0,0.0,,0.0,,5260.0,360.0,158.0,3554.0,,,,0.0,,573.0,999.0,411.0,352.0,1309.0,710.0,0.0,,1211.0,1375.0,,523.0,5.0,,1123.0,1992.0,0.0,,,,49.0,0.0,2121.0,70.0,282.0,,824.0,555.0,1821.0,14611.0,0.0,874.0,490.0,347.0,0.0,131.0,,,370.0,,5366.0,511.0,413.0,12.0,1452.0,255.0,0.0,1245.0,1.0,173.0,13175.0,50.0,0.0,,267.0,476.0,,0.0,,712.0,0.0,0.0,0.0,598.0,,,0.0,0.0,0.0,0.0,0.0,747.0,525.0,2063.0,1394.0,,,,
2008-07,,,,,,,133.0,84.0,92.0,837.0,68.0,18.0,617.0,3663.0,,1923.0,3259.0,,,983.0,108.0,1.0,218.0,479.0,1133.0,,511.0,,240.0,,990.0,0.0,2.0,,79.0,,432.0,0.0,,0.0,0.0,0.0,15.0,2481.0,117.0,407.0,0.0,,864.0,274.0,2145.0,530.0,72.0,2433.0,73.0,0.0,163.0,295.0,495.0,1025.0,,,1181.0,,34.0,547.0,18.0,490.0,0.0,,0.0,,5475.0,350.0,141.0,2291.0,,,,0.0,,602.0,1071.0,804.0,445.0,904.0,671.0,0.0,,1181.0,1436.0,,638.0,5.0,,1089.0,1938.0,3.0,,,,65.0,0.0,2288.0,62.0,275.0,,976.0,622.0,1965.0,16500.0,0.0,798.0,512.0,412.0,0.0,137.0,,,432.0,,5893.0,561.0,486.0,12.0,1142.0,241.0,0.0,1399.0,1.0,164.0,11738.0,73.0,0.0,,280.0,415.0,484.0,0.0,,776.0,0.0,0.0,0.0,615.0,,,0.0,0.0,0.0,0.0,0.0,875.0,643.0,2170.0,1379.0,,,,
2008-08,,,,,,,109.0,91.0,138.0,837.0,93.0,18.0,516.0,4052.0,,2281.0,3412.0,,,1233.0,145.0,0.0,228.0,563.0,1151.0,,490.0,,258.0,,1605.0,0.0,0.0,,61.0,,413.0,0.0,,0.0,0.0,0.0,16.0,2543.0,469.0,354.0,0.0,,843.0,254.0,2237.0,588.0,76.0,2672.0,103.0,0.0,135.0,364.0,475.0,1123.0,,,1345.0,,53.0,528.0,38.0,566.0,0.0,,0.0,,5667.0,358.0,181.0,2416.0,,,,0.0,,600.0,1054.0,589.0,492.0,989.0,630.0,0.0,,1299.0,1538.0,,713.0,11.0,,1426.0,2363.0,1.0,,,,67.0,0.0,2375.0,94.0,357.0,,1075.0,539.0,1809.0,18079.0,2.0,797.0,543.0,398.0,0.0,149.0,,,374.0,,5402.0,574.0,466.0,22.0,1156.0,268.0,0.0,1564.0,0.0,164.0,10951.0,68.0,0.0,,279.0,528.0,565.0,0.0,,740.0,0.0,0.0,0.0,686.0,,,0.0,0.0,0.0,0.0,0.0,614.0,650.0,2294.0,1521.0,,,,
2008-09,,,,,,,98.0,68.0,116.0,884.0,85.0,22.0,971.0,4287.0,,1896.0,3619.0,,,1089.0,133.0,0.0,318.0,503.0,1245.0,,444.0,,257.0,,1624.0,0.0,0.0,,40.0,536.0,371.0,0.0,,0.0,0.0,0.0,15.0,2122.0,306.0,414.0,0.0,,709.0,270.0,2339.0,537.0,92.0,2615.0,148.0,0.0,137.0,292.0,534.0,933.0,,260.0,1045.0,,30.0,484.0,26.0,411.0,0.0,,0.0,,5816.0,367.0,172.0,3030.0,,,,0.0,,574.0,1082.0,547.0,403.0,1301.0,616.0,0.0,,1408.0,1435.0,,594.0,9.0,,1130.0,2222.0,1.0,,,,55.0,0.0,2191.0,81.0,283.0,,938.0,505.0,1738.0,11721.0,1.0,675.0,486.0,399.0,0.0,152.0,,,352.0,0.0,5760.0,516.0,480.0,8.0,1256.0,233.0,0.0,1449.0,2.0,183.0,11358.0,72.0,0.0,,228.0,555.0,506.0,0.0,,680.0,0.0,0.0,0.0,573.0,,,0.0,0.0,0.0,0.0,0.0,320.0,611.0,2366.0,1465.0,,,,
2008-10,,,,,,,107.0,42.0,43.0,736.0,82.0,18.0,370.0,3474.0,,1640.0,3130.0,,,794.0,81.0,0.0,236.0,391.0,987.0,,415.0,,254.0,,1275.0,0.0,0.0,,44.0,405.0,367.0,0.0,,0.0,0.0,0.0,11.0,1959.0,135.0,322.0,0.0,,551.0,210.0,1840.0,423.0,50.0,1652.0,87.0,0.0,97.0,225.0,426.0,952.0,,274.0,1046.0,,24.0,505.0,23.0,456.0,0.0,,0.0,,4825.0,277.0,159.0,3320.0,,,,0.0,,433.0,869.0,481.0,367.0,2023.0,570.0,0.0,,1187.0,1041.0,,525.0,8.0,,1005.0,1911.0,0.0,,,,39.0,0.0,1647.0,65.0,262.0,,793.0,470.0,1441.0,13315.0,1.0,690.0,324.0,282.0,0.0,103.0,,,255.0,0.0,4787.0,444.0,399.0,15.0,1082.0,256.0,0.0,1184.0,0.0,132.0,10331.0,59.0,0.0,,197.0,412.0,362.0,0.0,,552.0,0.0,0.0,0.0,526.0,,,0.0,0.0,0.0,0.0,0.0,282.0,477.0,1883.0,1284.0,,,,
