week,incidence
2014-42,0.01
2014-43,0.02
2014-44,0.01
2014-45,0.02
2014-46,0.02
2014-47,0.03
2014-48,0.04
2014-49,0.04
2014-50,0.09
2014-51,0.19
2014-52,0.17
2015-01,0.17
2015-02,0.54
2015-03,1.29
2015-04,2.19
2015-05,4.54
2015-06,7.79
2015-07,10.37
2015-08,13.05
2015-09,15.49
2015-10,12.13
2015-11,9.11
2015-12,6.14
2015-13,4.22
2015-14,2.22
2015-15,1.25
