week,incidence
2013-42,0.01
2013-43,0
2013-44,0.01
2013-45,0.02
2013-46,0.01
2013-47,0.03
2013-48,0.03
2013-49,0.03
2013-50,0.03
2013-51,0.03
2013-52,0.02
2014-01,0.03
2014-02,0.08
2014-03,0.11
2014-04,0.26
2014-05,0.39
2014-06,0.54
2014-07,0.7
2014-08,0.75
2014-09,0.83
2014-10,0.81
2014-11,0.82
2014-12,0.86
2014-13,0.64
2014-14,0.55
2014-15,0.48
