Week,1960-1969,Afweer,Aids,Amantadine,Antigene_drift,Antigene_shift,Astma,Aviaire_influenza,Azerbeidzjan,Aziatische_griep,Bloedtransfusie,Borstvoeding,Buikgriep,COPD,Cytostaticum,Darminfectie,Diabetes_mellitus,Ebola,Echinacea_(plant),Eerste_Wereldoorlog,Eiwitmantel,Endemie_(geneeskunde),Epidemie,Genetica,Griep,Griepprik,H1N1,H2N2,H3N2,H5N1,H5N2,H7N9,Hemagglutinine,Hiv,Hoest,Hoesten,Hong_Kong_griep,Hongkong,Hongkonggriep,Hoofdpijn,Immuundeficiëntie,Immuunsysteem,Incubatieperiode,Infectie,Infectieziekte,Influenza,Influenzavirus_A,Keel_(anatomie),Keelpijn,Koorts,Koude_rilling,Koude_rillingen,La_Gloria_(Veracruz),Lijst_van_longziekten,Marburgvirus,Mexicaanse_griep,Morbiditeitsgraad,Mortaliteit,Mutatie_(biologie),Neuraminidase,Opportunistische_infectie,Orthomyxovirus,Oseltamivir,Palmitoylethanolamide,Pandemie,Pandemrix,Pathogeen,Pokken,Pulmonologie,Recombinatie_(genetica),SARS,Spaanse_griep,Spierpijn,Steenpuist,Symptoom,Vaccin,Varkensgriep,Verkoudheid,Virologie,Virulentie,Virus_(biologie),Virusinfectie,Vogelgriep,Vogelpest,Wereldgezondheidsorganisatie,Ziekte
2011-01,,355.0,,,52.0,87.0,,109.0,1209.0,146.0,666.0,1119.0,5301.0,,21.0,140.0,,,0.0,7802.0,49.0,0.0,,,10479.0,122.0,,,,,,,93.0,,897.0,153.0,3.0,,208.0,1704.0,0.0,1696.0,912.0,1572.0,670.0,,,0.0,152.0,11938.0,981.0,13.0,0.0,84.0,,12494.0,72.0,230.0,0.0,,162.0,,,,,,432.0,,140.0,0.0,,1034.0,1083.0,2783.0,437.0,,565.0,2053.0,102.0,119.0,0.0,0.0,49.0,380.0,376.0,1210.0
2011-02,,359.0,,,40.0,61.0,,112.0,1412.0,112.0,1803.0,1174.0,4294.0,,18.0,130.0,,,0.0,9648.0,32.0,0.0,,,9860.0,119.0,,,,,,,85.0,,846.0,147.0,3.0,,207.0,1889.0,0.0,1811.0,947.0,1687.0,805.0,,,0.0,132.0,11216.0,812.0,11.0,0.0,91.0,,9616.0,120.0,300.0,0.0,,178.0,,,,,,502.0,,83.0,0.0,,1000.0,1293.0,2965.0,478.0,,412.0,1772.0,119.0,141.0,0.0,512.0,62.0,317.0,451.0,1233.0
2011-03,,363.0,,,52.0,63.0,,60.0,1407.0,113.0,788.0,1166.0,4092.0,,26.0,137.0,,,0.0,8935.0,50.0,0.0,,,7945.0,75.0,,,,,,,89.0,,835.0,125.0,1.0,,205.0,1714.0,0.0,2031.0,840.0,1653.0,756.0,,,0.0,167.0,9687.0,720.0,11.0,0.0,99.0,,6829.0,137.0,320.0,0.0,,186.0,,,,,,567.0,,94.0,0.0,,680.0,1103.0,2823.0,511.0,,299.0,1525.0,120.0,156.0,0.0,35.0,59.0,347.0,418.0,1251.0
2011-04,,303.0,,,80.0,98.0,,68.0,1364.0,98.0,718.0,1067.0,3023.0,,25.0,122.0,,,0.0,8255.0,32.0,0.0,,,5815.0,95.0,,,,,,,69.0,,653.0,132.0,1.0,,122.0,1702.0,0.0,1789.0,817.0,1496.0,710.0,,,0.0,137.0,8011.0,871.0,7.0,0.0,121.0,,3464.0,97.0,225.0,0.0,,158.0,,,,,,390.0,,95.0,0.0,,530.0,1120.0,2484.0,385.0,,231.0,1567.0,102.0,135.0,0.0,24.0,53.0,246.0,426.0,1025.0
2011-05,,359.0,,,27.0,43.0,,57.0,1326.0,90.0,734.0,1170.0,3048.0,,30.0,155.0,,,0.0,7796.0,33.0,0.0,,,5459.0,71.0,,,,,,,62.0,,718.0,127.0,2.0,,85.0,1568.0,0.0,1587.0,694.0,1497.0,742.0,,,0.0,161.0,7921.0,825.0,8.0,0.0,122.0,,3422.0,51.0,203.0,0.0,,129.0,,,,,,427.0,,101.0,0.0,,438.0,1134.0,2231.0,481.0,,303.0,1619.0,101.0,96.0,0.0,22.0,54.0,214.0,377.0,1030.0
2011-06,,289.0,,,35.0,41.0,,90.0,1433.0,74.0,975.0,1116.0,2566.0,,27.0,130.0,,,0.0,8016.0,40.0,0.0,,,4447.0,63.0,,,,,,,50.0,,631.0,126.0,1.0,,89.0,1562.0,0.0,1420.0,703.0,1546.0,798.0,,,0.0,169.0,7189.0,668.0,7.0,0.0,80.0,,2375.0,56.0,241.0,0.0,,146.0,,,,,,379.0,,131.0,0.0,,520.0,1271.0,2174.0,463.0,,153.0,1529.0,91.0,116.0,0.0,11.0,51.0,229.0,465.0,1154.0
2011-07,,297.0,,,18.0,26.0,,55.0,1359.0,60.0,789.0,1118.0,2527.0,,31.0,111.0,,,0.0,8050.0,28.0,0.0,,,3455.0,76.0,,,,,,,40.0,,574.0,101.0,0.0,,80.0,1498.0,0.0,1455.0,715.0,1469.0,894.0,,,0.0,121.0,5971.0,753.0,16.0,0.0,144.0,,1785.0,67.0,207.0,0.0,38.0,156.0,,,,,,436.0,,134.0,0.0,,420.0,1208.0,2152.0,469.0,,190.0,1631.0,109.0,117.0,0.0,11.0,54.0,247.0,440.0,1052.0
2011-08,,260.0,,,28.0,24.0,,37.0,1264.0,46.0,641.0,1122.0,2317.0,,23.0,111.0,,,0.0,7376.0,32.0,0.0,,,2878.0,51.0,,,,,,,44.0,,541.0,103.0,2.0,,61.0,1434.0,0.0,1363.0,605.0,1414.0,831.0,,,0.0,161.0,5220.0,720.0,11.0,0.0,214.0,,1283.0,72.0,180.0,0.0,39.0,184.0,,,,,,371.0,,149.0,0.0,,390.0,1102.0,2496.0,453.0,,152.0,1354.0,104.0,99.0,0.0,4.0,30.0,219.0,421.0,970.0
2011-09,,284.0,4162.0,,32.0,40.0,,28.0,1104.0,53.0,688.0,1122.0,2255.0,,22.0,107.0,,,0.0,8075.0,48.0,0.0,,,2703.0,54.0,,,,,,,64.0,,576.0,103.0,3.0,2320.0,63.0,1360.0,0.0,1283.0,568.0,1424.0,763.0,,,0.0,147.0,4716.0,626.0,4.0,0.0,220.0,,1019.0,93.0,199.0,0.0,85.0,215.0,,,,,,363.0,,112.0,0.0,,380.0,1098.0,2167.0,424.0,,114.0,1443.0,85.0,161.0,0.0,12.0,49.0,248.0,386.0,856.0
2011-10,,308.0,3637.0,,21.0,34.0,,40.0,1144.0,51.0,582.0,1080.0,2270.0,,29.0,90.0,,,0.0,7152.0,39.0,0.0,,,2346.0,40.0,,,,,,,43.0,,590.0,105.0,1.0,3424.0,64.0,1283.0,0.0,1397.0,478.0,1347.0,605.0,,,0.0,129.0,5280.0,665.0,9.0,0.0,213.0,,837.0,77.0,163.0,0.0,59.0,148.0,,,,,,353.0,,95.0,0.0,,409.0,1086.0,2124.0,415.0,,121.0,1491.0,93.0,132.0,0.0,3.0,44.0,196.0,459.0,848.0
2011-11,,319.0,4473.0,,30.0,31.0,,48.0,1274.0,59.0,770.0,1135.0,2167.0,,32.0,112.0,,,0.0,8529.0,42.0,0.0,,,2288.0,52.0,,,,,,,54.0,,633.0,111.0,2.0,3386.0,68.0,1439.0,0.0,1491.0,534.0,1513.0,661.0,,,0.0,145.0,5148.0,585.0,8.0,0.0,169.0,,813.0,63.0,186.0,0.0,62.0,166.0,,,,,,438.0,,124.0,0.0,652.0,374.0,1159.0,2243.0,482.0,,117.0,1510.0,101.0,149.0,0.0,6.0,53.0,226.0,506.0,878.0
2011-12,,323.0,4802.0,,39.0,52.0,,32.0,1292.0,35.0,697.0,974.0,2132.0,,27.0,101.0,,,0.0,8310.0,40.0,0.0,,,1815.0,55.0,,,,,,,64.0,,557.0,95.0,1.0,2547.0,47.0,1254.0,0.0,1359.0,511.0,1331.0,644.0,,,0.0,133.0,4213.0,565.0,8.0,0.0,258.0,,719.0,71.0,258.0,0.0,62.0,184.0,,,,,,397.0,,103.0,0.0,435.0,393.0,1082.0,2065.0,404.0,,107.0,1406.0,93.0,136.0,0.0,11.0,60.0,821.0,490.0,822.0
2011-13,,320.0,4046.0,,30.0,93.0,,26.0,4713.0,40.0,628.0,996.0,1744.0,,27.0,125.0,,,0.0,8223.0,34.0,0.0,,,1643.0,43.0,,,,,,,47.0,,545.0,109.0,1.0,2646.0,55.0,1263.0,0.0,1427.0,590.0,1385.0,631.0,,,0.0,170.0,4254.0,522.0,7.0,0.0,234.0,,644.0,85.0,168.0,0.0,74.0,147.0,,,,,,350.0,,96.0,0.0,337.0,292.0,1022.0,2656.0,452.0,,99.0,1313.0,99.0,96.0,0.0,11.0,51.0,272.0,469.0,835.0
2011-14,,295.0,3465.0,,74.0,106.0,,37.0,1395.0,28.0,641.0,954.0,1521.0,,29.0,104.0,,,0.0,7907.0,43.0,0.0,,,1417.0,59.0,,,,,,,73.0,,535.0,110.0,1.0,2206.0,49.0,1226.0,0.0,1380.0,431.0,1232.0,587.0,,,0.0,138.0,3907.0,524.0,8.0,0.0,221.0,,615.0,57.0,168.0,0.0,57.0,166.0,,,,,,336.0,,101.0,0.0,350.0,279.0,1139.0,2350.0,443.0,,92.0,1181.0,86.0,88.0,0.0,7.0,36.0,274.0,570.0,816.0
2011-15,,335.0,3285.0,,29.0,50.0,,25.0,1201.0,48.0,602.0,988.0,1209.0,,21.0,80.0,,,0.0,6879.0,50.0,0.0,,,1112.0,44.0,,,,,,,50.0,,512.0,90.0,2.0,2260.0,50.0,1115.0,0.0,1348.0,496.0,1217.0,542.0,97.0,,0.0,146.0,3601.0,577.0,10.0,0.0,212.0,,481.0,47.0,171.0,0.0,62.0,157.0,,,,,,322.0,,86.0,0.0,311.0,310.0,1084.0,2301.0,415.0,,80.0,1092.0,105.0,112.0,0.0,5.0,40.0,246.0,372.0,793.0
2011-16,,233.0,2890.0,,16.0,23.0,,19.0,1094.0,31.0,488.0,856.0,1127.0,,14.0,72.0,,,0.0,5941.0,17.0,0.0,,,948.0,38.0,,,,,,,31.0,,436.0,85.0,1.0,2017.0,33.0,1108.0,0.0,1061.0,422.0,1021.0,502.0,86.0,,0.0,121.0,3274.0,354.0,5.0,0.0,230.0,,432.0,38.0,147.0,0.0,33.0,134.0,,,,,,298.0,,99.0,0.0,297.0,262.0,798.0,2136.0,305.0,,81.0,928.0,79.0,95.0,0.0,6.0,41.0,190.0,314.0,690.0
2011-17,,312.0,3338.0,,17.0,30.0,,17.0,1058.0,50.0,497.0,939.0,1157.0,,14.0,105.0,,,0.0,6895.0,30.0,0.0,,,983.0,35.0,,,,,,,30.0,,403.0,95.0,0.0,2006.0,54.0,1144.0,0.0,1223.0,429.0,1060.0,532.0,91.0,,0.0,116.0,3073.0,395.0,5.0,0.0,234.0,,393.0,54.0,179.0,0.0,31.0,149.0,,,,,,310.0,,100.0,0.0,307.0,328.0,885.0,2179.0,300.0,309.0,72.0,869.0,59.0,88.0,0.0,2.0,39.0,142.0,326.0,668.0
2011-18,,184.0,2497.0,,28.0,26.0,,26.0,1022.0,29.0,484.0,836.0,1162.0,,21.0,112.0,,,0.0,8716.0,21.0,0.0,,,881.0,20.0,,,,,,,38.0,,380.0,75.0,2.0,1834.0,36.0,1097.0,0.0,970.0,383.0,1036.0,421.0,74.0,,0.0,106.0,2953.0,484.0,6.0,0.0,207.0,,388.0,48.0,134.0,0.0,44.0,120.0,,,,,,236.0,,91.0,0.0,245.0,288.0,883.0,1926.0,338.0,281.0,81.0,844.0,67.0,87.0,0.0,6.0,23.0,158.0,320.0,553.0
2011-19,,246.0,4040.0,,29.0,42.0,,41.0,26923.0,37.0,628.0,1078.0,1301.0,,14.0,121.0,,,0.0,9006.0,24.0,0.0,,,1260.0,42.0,,,,,,,68.0,,463.0,92.0,0.0,2583.0,42.0,1332.0,0.0,1342.0,458.0,1342.0,712.0,98.0,,0.0,108.0,3540.0,346.0,2.0,0.0,322.0,,582.0,52.0,198.0,0.0,72.0,190.0,,,,,,399.0,,93.0,0.0,339.0,431.0,957.0,2418.0,371.0,419.0,95.0,827.0,102.0,118.0,0.0,11.0,90.0,612.0,367.0,835.0
2011-20,,369.0,4617.0,,48.0,45.0,,39.0,11375.0,41.0,661.0,1114.0,1297.0,,17.0,101.0,,,0.0,8400.0,34.0,0.0,,,1201.0,33.0,,,,,,,69.0,,420.0,77.0,0.0,2325.0,48.0,1234.0,0.0,1462.0,511.0,1333.0,775.0,99.0,,0.0,98.0,3556.0,462.0,4.0,0.0,250.0,,478.0,64.0,157.0,0.0,41.0,143.0,18.0,,,,,400.0,,116.0,0.0,371.0,429.0,1129.0,2672.0,391.0,418.0,95.0,864.0,98.0,128.0,0.0,11.0,58.0,305.0,421.0,788.0
2011-21,,394.0,3885.0,,50.0,40.0,,45.0,2641.0,46.0,674.0,1064.0,1279.0,,20.0,142.0,,,0.0,8254.0,30.0,0.0,,,1148.0,40.0,,,,,,,44.0,,424.0,68.0,1.0,2215.0,57.0,1276.0,0.0,1600.0,459.0,1284.0,711.0,111.0,,0.0,114.0,3624.0,461.0,7.0,0.0,232.0,,479.0,77.0,234.0,0.0,53.0,169.0,24.0,,,,,421.0,,117.0,0.0,454.0,373.0,1015.0,2724.0,437.0,433.0,95.0,906.0,117.0,200.0,0.0,9.0,34.0,277.0,398.0,836.0
