Week,1960-1969,Afweer,Aids,Amantadine,Antigene_drift,Antigene_shift,Astma,Aviaire_influenza,Azerbeidzjan,Aziatische_griep,Bloedtransfusie,Borstvoeding,Buikgriep,COPD,Cytostaticum,Darminfectie,Diabetes_mellitus,Ebola,Echinacea_(plant),Eerste_Wereldoorlog,Eiwitmantel,Endemie_(geneeskunde),Epidemie,Genetica,Griep,Griepprik,H1N1,H2N2,H3N2,H5N1,H5N2,H7N9,Hemagglutinine,Hiv,Hoest,Hoesten,Hong_Kong_griep,Hongkong,Hongkonggriep,Hoofdpijn,Immuundeficiëntie,Immuunsysteem,Incubatieperiode,Infectie,Infectieziekte,Influenza,Influenzavirus_A,Keel_(anatomie),Keelpijn,Koorts,Koude_rilling,Koude_rillingen,La_Gloria_(Veracruz),Lijst_van_longziekten,Marburgvirus,Mexicaanse_griep,Morbiditeitsgraad,Mortaliteit,Mutatie_(biologie),Neuraminidase,Opportunistische_infectie,Orthomyxovirus,Oseltamivir,Palmitoylethanolamide,Pandemie,Pandemrix,Pathogeen,Pokken,Pulmonologie,Recombinatie_(genetica),SARS,Spaanse_griep,Spierpijn,Steenpuist,Symptoom,Vaccin,Varkensgriep,Verkoudheid,Virologie,Virulentie,Virus_(biologie),Virusinfectie,Vogelgriep,Vogelpest,Wereldgezondheidsorganisatie,Ziekte
2019-01,,179.0,,,31.0,36.0,,11.0,2345.0,57.0,468.0,182.0,1390.0,,11.0,74.0,,,0.0,5968.0,26.0,0.0,,,1291.0,134.0,,,,,,,52.0,,144.0,8.0,1.0,,65.0,196.0,175.0,729.0,233.0,482.0,172.0,,,0.0,124.0,1108.0,298.0,52.0,0.0,96.0,,601.0,66.0,139.0,0.0,,61.0,,,,,,308.0,,58.0,0.0,,896.0,143.0,555.0,174.0,,167.0,1046.0,83.0,53.0,0.0,9.0,7.0,105.0,262.0,339.0
2019-02,,326.0,,,28.0,38.0,,11.0,1459.0,59.0,795.0,296.0,1318.0,,9.0,65.0,,,0.0,10241.0,52.0,0.0,,,1530.0,121.0,,,,,,,55.0,,181.0,9.0,0.0,,91.0,234.0,204.0,1293.0,305.0,753.0,339.0,,,0.0,124.0,1480.0,322.0,61.0,0.0,121.0,,577.0,73.0,164.0,0.0,,121.0,,,,,,469.0,,80.0,0.0,,869.0,206.0,612.0,237.0,,151.0,1094.0,69.0,81.0,0.0,4.0,21.0,154.0,547.0,498.0
2019-03,,332.0,,,36.0,51.0,,9.0,1407.0,73.0,898.0,302.0,1376.0,,12.0,66.0,,,0.0,11724.0,54.0,0.0,,,1415.0,96.0,,,,,,,46.0,,179.0,19.0,0.0,,64.0,242.0,170.0,1466.0,297.0,725.0,321.0,,,0.0,102.0,1521.0,507.0,78.0,0.0,127.0,,440.0,53.0,160.0,0.0,,120.0,,,,,,496.0,,89.0,0.0,,814.0,242.0,715.0,241.0,,132.0,1071.0,71.0,107.0,0.0,4.0,9.0,154.0,495.0,513.0
2019-04,,282.0,,,50.0,69.0,,10.0,1494.0,90.0,781.0,263.0,1487.0,,8.0,60.0,,,0.0,11161.0,44.0,0.0,,,1584.0,149.0,,,,,,,49.0,,187.0,14.0,0.0,,56.0,235.0,186.0,1136.0,310.0,675.0,292.0,,,0.0,140.0,1642.0,405.0,76.0,0.0,139.0,,416.0,47.0,185.0,0.0,,118.0,,,,,,513.0,,84.0,0.0,,877.0,212.0,630.0,248.0,,129.0,1186.0,94.0,86.0,0.0,7.0,33.0,185.0,442.0,459.0
2019-05,,249.0,,,34.0,57.0,,19.0,1768.0,102.0,718.0,276.0,1552.0,,6.0,69.0,,,0.0,9794.0,52.0,0.0,,,2106.0,128.0,,,,,,,66.0,,197.0,7.0,0.0,,119.0,272.0,172.0,1060.0,332.0,651.0,320.0,,,0.0,132.0,1766.0,365.0,94.0,0.0,228.0,,1842.0,36.0,163.0,0.0,,109.0,,,,,,412.0,,111.0,0.0,,1833.0,215.0,645.0,214.0,,893.0,1152.0,94.0,58.0,0.0,4.0,32.0,228.0,407.0,446.0
2019-06,,320.0,,,64.0,74.0,,21.0,8986.0,128.0,656.0,253.0,1627.0,,9.0,58.0,,,0.0,9081.0,22.0,0.0,,,2398.0,96.0,,,,,,,54.0,,222.0,9.0,0.0,,80.0,279.0,138.0,1118.0,307.0,883.0,285.0,,,0.0,141.0,1848.0,381.0,113.0,0.0,256.0,,1495.0,60.0,198.0,0.0,,89.0,,,,,,464.0,,90.0,0.0,,1250.0,213.0,615.0,190.0,,578.0,1317.0,91.0,64.0,0.0,6.0,21.0,169.0,445.0,483.0
2019-07,,285.0,,,24.0,29.0,,11.0,4308.0,83.0,607.0,216.0,1487.0,,6.0,79.0,,,0.0,7782.0,25.0,0.0,,,1983.0,122.0,,,,,,,54.0,,199.0,8.0,0.0,,59.0,382.0,169.0,936.0,299.0,652.0,325.0,,,0.0,117.0,1682.0,310.0,90.0,0.0,124.0,,1053.0,43.0,133.0,0.0,44.0,109.0,,,,,,421.0,,85.0,0.0,,812.0,211.0,617.0,222.0,,225.0,1103.0,72.0,79.0,0.0,9.0,14.0,127.0,457.0,395.0
2019-08,,324.0,,,69.0,78.0,,9.0,6236.0,100.0,652.0,219.0,1594.0,,3.0,66.0,,,0.0,8095.0,35.0,0.0,,,1876.0,166.0,,,,,,,73.0,,190.0,21.0,0.0,,114.0,248.0,180.0,1049.0,334.0,648.0,250.0,,,0.0,121.0,1686.0,350.0,88.0,0.0,124.0,,850.0,40.0,128.0,0.0,47.0,92.0,,,,,,421.0,,98.0,0.0,,930.0,202.0,762.0,209.0,,182.0,1083.0,93.0,88.0,0.0,6.0,16.0,153.0,431.0,408.0
2019-09,,163.0,1833.0,,19.0,13.0,,13.0,1642.0,63.0,655.0,162.0,1157.0,,7.0,47.0,,,0.0,6332.0,12.0,0.0,,,1260.0,40.0,,,,,,,31.0,,149.0,8.0,0.0,1895.0,48.0,246.0,122.0,669.0,225.0,510.0,238.0,,,0.0,100.0,1219.0,232.0,43.0,0.0,99.0,,581.0,28.0,113.0,0.0,31.0,73.0,,,,,,298.0,,67.0,0.0,,611.0,208.0,554.0,150.0,,88.0,742.0,61.0,75.0,0.0,3.0,5.0,97.0,415.0,302.0
2019-10,,193.0,1851.0,,8.0,15.0,,7.0,1170.0,58.0,410.0,159.0,1019.0,,5.0,41.0,,,0.0,5366.0,29.0,0.0,,,946.0,61.0,,,,,,,30.0,,136.0,4.0,0.0,1756.0,49.0,193.0,99.0,659.0,204.0,461.0,159.0,,,0.0,104.0,1048.0,259.0,46.0,0.0,145.0,,376.0,54.0,109.0,0.0,40.0,85.0,,,,,,256.0,,39.0,0.0,,523.0,132.0,516.0,156.0,,65.0,649.0,51.0,62.0,0.0,5.0,7.0,108.0,303.0,257.0
2019-11,,296.0,1914.0,,13.0,19.0,,15.0,1223.0,60.0,688.0,183.0,1283.0,,5.0,76.0,,,0.0,8397.0,29.0,0.0,,,1104.0,52.0,,,,,,,49.0,,141.0,7.0,0.0,1946.0,47.0,219.0,151.0,926.0,213.0,666.0,290.0,,,0.0,138.0,1387.0,282.0,64.0,0.0,121.0,,488.0,41.0,112.0,0.0,39.0,84.0,,,,,,403.0,,67.0,0.0,491.0,667.0,207.0,607.0,184.0,,47.0,733.0,62.0,65.0,0.0,8.0,8.0,118.0,563.0,405.0
2019-12,,246.0,1395.0,,16.0,6.0,,6.0,1312.0,40.0,532.0,163.0,884.0,,2.0,58.0,,,0.0,6325.0,26.0,0.0,,,646.0,48.0,,,,,,,35.0,,128.0,8.0,0.0,1909.0,38.0,181.0,113.0,830.0,186.0,530.0,172.0,,,0.0,105.0,938.0,272.0,34.0,0.0,89.0,,330.0,38.0,85.0,0.0,31.0,62.0,,,,,,289.0,,50.0,0.0,184.0,573.0,198.0,689.0,173.0,,67.0,561.0,47.0,53.0,0.0,2.0,21.0,99.0,319.0,296.0
2019-13,,338.0,1722.0,,28.0,27.0,,13.0,1298.0,80.0,749.0,233.0,1210.0,,5.0,76.0,,,0.0,8875.0,45.0,0.0,,,741.0,36.0,,,,,,6.0,39.0,,173.0,5.0,0.0,2025.0,57.0,242.0,162.0,1228.0,372.0,744.0,306.0,,,0.0,170.0,1222.0,284.0,42.0,0.0,136.0,,483.0,50.0,102.0,0.0,60.0,114.0,,,,,,447.0,,79.0,0.0,427.0,566.0,224.0,789.0,206.0,,61.0,765.0,74.0,80.0,0.0,3.0,8.0,128.0,417.0,400.0
2019-14,,267.0,1624.0,,23.0,25.0,,12.0,1225.0,40.0,626.0,274.0,1153.0,,5.0,79.0,,,0.0,9126.0,34.0,0.0,,,762.0,59.0,,,,,,10.0,43.0,,167.0,12.0,0.0,1838.0,34.0,250.0,181.0,1002.0,258.0,747.0,281.0,,,0.0,125.0,1296.0,320.0,28.0,0.0,211.0,,337.0,55.0,144.0,0.0,32.0,76.0,,,,,,348.0,,75.0,0.0,255.0,553.0,215.0,765.0,194.0,,37.0,796.0,74.0,89.0,0.0,3.0,8.0,141.0,489.0,342.0
