Week,1960-1969,Afweer,Aids,Amantadine,Antigene_drift,Antigene_shift,Astma,Aviaire_influenza,Azerbeidzjan,Aziatische_griep,Bloedtransfusie,Borstvoeding,Buikgriep,COPD,Cytostaticum,Darminfectie,Diabetes_mellitus,Ebola,Echinacea_(plant),Eerste_Wereldoorlog,Eiwitmantel,Endemie_(geneeskunde),Epidemie,Genetica,Griep,Griepprik,H1N1,H2N2,H3N2,H5N1,H5N2,H7N9,Hemagglutinine,Hiv,Hoest,Hoesten,Hong_Kong_griep,Hongkong,Hongkonggriep,Hoofdpijn,Immuundeficiëntie,Immuunsysteem,Incubatieperiode,Infectie,Infectieziekte,Influenza,Influenzavirus_A,Keel_(anatomie),Keelpijn,Koorts,Koude_rilling,Koude_rillingen,La_Gloria_(Veracruz),Lijst_van_longziekten,Marburgvirus,Mexicaanse_griep,Morbiditeitsgraad,Mortaliteit,Mutatie_(biologie),Neuraminidase,Opportunistische_infectie,Orthomyxovirus,Oseltamivir,Palmitoylethanolamide,Pandemie,Pandemrix,Pathogeen,Pokken,Pulmonologie,Recombinatie_(genetica),SARS,Spaanse_griep,Spierpijn,Steenpuist,Symptoom,Vaccin,Varkensgriep,Verkoudheid,Virologie,Virulentie,Virus_(biologie),Virusinfectie,Vogelgriep,Vogelpest,Wereldgezondheidsorganisatie,Ziekte
2014-01,,221.0,,,28.0,50.0,,18.0,861.0,32.0,540.0,334.0,1291.0,,9.0,108.0,,,0.0,7189.0,22.0,0.0,,,1088.0,59.0,,,,,,,64.0,,257.0,49.0,0.0,,70.0,754.0,2.0,875.0,321.0,613.0,338.0,,,0.0,51.0,2243.0,476.0,1.0,0.0,160.0,,243.0,78.0,130.0,0.0,,86.0,,,,,,318.0,,56.0,0.0,,398.0,526.0,930.0,214.0,,80.0,874.0,85.0,81.0,0.0,10.0,34.0,225.0,258.0,419.0
2014-02,,270.0,,,38.0,53.0,,26.0,1071.0,59.0,819.0,452.0,1398.0,,15.0,149.0,,,0.0,17957.0,39.0,0.0,,,1401.0,67.0,,,,,,,65.0,,318.0,60.0,1.0,,110.0,1111.0,0.0,1400.0,542.0,1051.0,659.0,,,0.0,49.0,3285.0,554.0,3.0,0.0,254.0,,467.0,112.0,199.0,0.0,,128.0,,,,,,506.0,,82.0,0.0,,543.0,1055.0,1199.0,332.0,,113.0,1001.0,109.0,137.0,0.0,9.0,36.0,259.0,418.0,636.0
2014-03,,383.0,,,41.0,43.0,,38.0,1150.0,69.0,946.0,519.0,1487.0,,18.0,137.0,,,0.0,28162.0,50.0,0.0,,,1692.0,74.0,,,,,,,85.0,,264.0,62.0,1.0,,84.0,1094.0,1.0,1591.0,497.0,1113.0,720.0,,,0.0,52.0,3562.0,687.0,4.0,0.0,253.0,,468.0,108.0,251.0,0.0,,167.0,,,,,,571.0,,102.0,0.0,,591.0,1224.0,1358.0,332.0,,127.0,972.0,129.0,121.0,0.0,13.0,41.0,289.0,438.0,592.0
2014-04,,354.0,,,47.0,83.0,,32.0,1192.0,77.0,899.0,483.0,1448.0,,17.0,140.0,,,0.0,15565.0,42.0,0.0,,,1725.0,73.0,,,,,,,92.0,,242.0,61.0,1.0,,76.0,1203.0,0.0,1874.0,512.0,1080.0,761.0,,,0.0,78.0,3644.0,725.0,4.0,0.0,240.0,,403.0,120.0,179.0,0.0,,170.0,,,,,,524.0,,89.0,0.0,,533.0,1197.0,1254.0,357.0,,88.0,990.0,125.0,119.0,0.0,8.0,41.0,211.0,453.0,595.0
2014-05,,361.0,,,55.0,74.0,,28.0,1669.0,72.0,773.0,470.0,1537.0,,16.0,150.0,,,0.0,16449.0,45.0,0.0,,,1717.0,50.0,,,,,,,51.0,,294.0,64.0,0.0,,75.0,1097.0,0.0,1330.0,567.0,1063.0,530.0,,,0.0,68.0,3672.0,722.0,2.0,0.0,347.0,,525.0,93.0,160.0,0.0,,146.0,,,,,,498.0,,75.0,0.0,,516.0,1026.0,1296.0,310.0,,118.0,1178.0,115.0,117.0,0.0,13.0,41.0,247.0,380.0,634.0
2014-06,,450.0,,,59.0,70.0,,24.0,1897.0,60.0,862.0,485.0,1671.0,,14.0,168.0,,,0.0,12989.0,38.0,0.0,,,2068.0,76.0,,,,,,,76.0,,297.0,55.0,3.0,,66.0,1146.0,0.0,1406.0,591.0,1174.0,567.0,,,0.0,71.0,3664.0,719.0,2.0,0.0,268.0,,577.0,58.0,136.0,0.0,,139.0,,,,,,497.0,,117.0,0.0,,512.0,1198.0,1314.0,325.0,,130.0,1075.0,149.0,178.0,0.0,8.0,33.0,283.0,428.0,666.0
2014-07,,319.0,,,27.0,34.0,,16.0,1292.0,43.0,816.0,453.0,1630.0,,26.0,141.0,,,0.0,11587.0,50.0,0.0,,,2316.0,81.0,,,,,,,111.0,,259.0,53.0,2.0,,62.0,1027.0,1.0,1350.0,529.0,996.0,570.0,,,0.0,80.0,3751.0,747.0,3.0,0.0,243.0,,501.0,79.0,140.0,0.0,53.0,225.0,,,,,,485.0,,102.0,0.0,,493.0,1095.0,1226.0,293.0,,123.0,1108.0,124.0,115.0,0.0,9.0,39.0,255.0,387.0,606.0
2014-08,,312.0,,,25.0,27.0,,28.0,1668.0,60.0,752.0,478.0,1695.0,,20.0,138.0,,,0.0,16026.0,43.0,0.0,,,2436.0,61.0,,,,,,,80.0,,251.0,49.0,1.0,,72.0,1011.0,0.0,1316.0,548.0,1058.0,528.0,,,0.0,102.0,3726.0,724.0,2.0,0.0,259.0,,425.0,71.0,109.0,0.0,49.0,180.0,,,,,,430.0,,99.0,0.0,,567.0,967.0,1151.0,279.0,,133.0,1037.0,134.0,106.0,0.0,24.0,39.0,167.0,406.0,548.0
2014-09,,264.0,2258.0,,53.0,56.0,,26.0,3271.0,66.0,770.0,482.0,1539.0,,18.0,130.0,,,0.0,13756.0,36.0,0.0,,,2054.0,45.0,,,,,,,125.0,,290.0,55.0,2.0,2302.0,96.0,964.0,0.0,1323.0,531.0,1021.0,543.0,,,0.0,75.0,3418.0,682.0,2.0,0.0,214.0,,524.0,80.0,138.0,0.0,90.0,151.0,,,,,,382.0,,75.0,0.0,,515.0,1030.0,1084.0,260.0,,103.0,1056.0,142.0,127.0,0.0,16.0,28.0,291.0,420.0,553.0
2014-10,,244.0,2454.0,,26.0,41.0,,23.0,2317.0,43.0,678.0,471.0,1262.0,,21.0,122.0,,,0.0,12383.0,44.0,0.0,,,1578.0,41.0,,,,,,,52.0,,262.0,55.0,1.0,2270.0,82.0,1128.0,1.0,1144.0,461.0,1004.0,533.0,,,0.0,87.0,3328.0,702.0,3.0,0.0,195.0,,547.0,64.0,122.0,0.0,40.0,164.0,,,,,,418.0,,85.0,0.0,,1390.0,955.0,1022.0,245.0,,103.0,920.0,112.0,95.0,0.0,16.0,29.0,227.0,464.0,571.0
