Week,1960-1969,Afweer,Aids,Amantadine,Antigene_drift,Antigene_shift,Astma,Aviaire_influenza,Azerbeidzjan,Aziatische_griep,Bloedtransfusie,Borstvoeding,Buikgriep,COPD,Cytostaticum,Darminfectie,Diabetes_mellitus,Ebola,Echinacea_(plant),Eerste_Wereldoorlog,Eiwitmantel,Endemie_(geneeskunde),Epidemie,Genetica,Griep,Griepprik,H1N1,H2N2,H3N2,H5N1,H5N2,H7N9,Hemagglutinine,Hiv,Hoest,Hoesten,Hong_Kong_griep,Hongkong,Hongkonggriep,Hoofdpijn,Immuundeficiëntie,Immuunsysteem,Incubatieperiode,Infectie,Infectieziekte,Influenza,Influenzavirus_A,Keel_(anatomie),Keelpijn,Koorts,Koude_rilling,Koude_rillingen,La_Gloria_(Veracruz),Lijst_van_longziekten,Marburgvirus,Mexicaanse_griep,Morbiditeitsgraad,Mortaliteit,Mutatie_(biologie),Neuraminidase,Opportunistische_infectie,Orthomyxovirus,Oseltamivir,Palmitoylethanolamide,Pandemie,Pandemrix,Pathogeen,Pokken,Pulmonologie,Recombinatie_(genetica),SARS,Spaanse_griep,Spierpijn,Steenpuist,Symptoom,Vaccin,Varkensgriep,Verkoudheid,Virologie,Virulentie,Virus_(biologie),Virusinfectie,Vogelgriep,Vogelpest,Wereldgezondheidsorganisatie,Ziekte
2010-01,,243.0,,,43.0,79.0,,41.0,1012.0,87.0,473.0,766.0,2363.0,,383.0,107.0,,,0.0,6614.0,42.0,0.0,,,1795.0,60.0,,,,,,,106.0,,553.0,116.0,3.0,,112.0,826.0,0.0,1240.0,417.0,970.0,542.0,,,0.0,0.0,3900.0,468.0,1.0,0.0,25.0,,3726.0,60.0,196.0,0.0,,110.0,,,,,,385.0,,82.0,0.0,,596.0,630.0,1583.0,370.0,,277.0,1403.0,133.0,87.0,0.0,0.0,76.0,277.0,439.0,881.0
2010-02,,355.0,,,54.0,82.0,,45.0,1112.0,66.0,1027.0,923.0,2876.0,,501.0,128.0,,,0.0,7843.0,50.0,0.0,,,2386.0,60.0,,,,,,,80.0,,1220.0,97.0,0.0,,96.0,1666.0,0.0,1623.0,477.0,1091.0,662.0,,,0.0,1.0,4248.0,528.0,6.0,0.0,26.0,,3054.0,205.0,339.0,0.0,,165.0,,,,,,405.0,,95.0,0.0,,583.0,718.0,1758.0,435.0,,313.0,2120.0,133.0,129.0,0.0,0.0,73.0,268.0,642.0,1090.0
2010-03,,228.0,,,40.0,45.0,,28.0,769.0,57.0,370.0,624.0,2365.0,,330.0,131.0,,,0.0,5568.0,36.0,0.0,,,1352.0,30.0,,,,,,,85.0,,398.0,75.0,0.0,,67.0,797.0,0.0,1202.0,431.0,879.0,511.0,,,0.0,2.0,3268.0,401.0,0.0,0.0,32.0,,1779.0,64.0,161.0,0.0,,140.0,,,,,,327.0,,92.0,0.0,,348.0,512.0,1427.0,330.0,,156.0,1081.0,149.0,93.0,0.0,0.0,44.0,164.0,327.0,723.0
2010-04,,322.0,,,44.0,50.0,,36.0,928.0,54.0,473.0,778.0,3342.0,,431.0,146.0,,,0.0,7246.0,35.0,0.0,,,1708.0,56.0,,,,,,,69.0,,427.0,125.0,3.0,,78.0,1029.0,0.0,1465.0,465.0,1101.0,518.0,,,0.0,0.0,4195.0,505.0,2.0,0.0,33.0,,1812.0,66.0,179.0,0.0,,169.0,,,,,,408.0,,95.0,0.0,,372.0,730.0,1828.0,421.0,,180.0,1525.0,130.0,92.0,0.0,0.0,50.0,190.0,392.0,983.0
2010-05,,252.0,,,48.0,77.0,,50.0,1167.0,70.0,569.0,1047.0,3188.0,,464.0,135.0,,,0.0,7176.0,42.0,0.0,,,1629.0,30.0,,,,,,,74.0,,522.0,108.0,0.0,,86.0,1036.0,0.0,1485.0,516.0,1074.0,645.0,,,0.0,1.0,4266.0,532.0,0.0,0.0,24.0,,1618.0,54.0,168.0,0.0,,118.0,,,,,,331.0,,97.0,0.0,,364.0,808.0,1743.0,449.0,,197.0,1519.0,122.0,79.0,0.0,0.0,49.0,218.0,512.0,1050.0
2010-06,,213.0,,,20.0,28.0,,35.0,1108.0,50.0,481.0,841.0,3221.0,,368.0,82.0,,,0.0,6252.0,33.0,0.0,,,1482.0,43.0,,,,,,,62.0,,453.0,85.0,1.0,,71.0,848.0,0.0,1258.0,459.0,934.0,528.0,,,0.0,3.0,3922.0,547.0,1.0,0.0,40.0,,1455.0,40.0,164.0,0.0,,97.0,,,,,,277.0,,78.0,0.0,,346.0,591.0,1585.0,353.0,,179.0,1332.0,116.0,105.0,0.0,1.0,25.0,182.0,395.0,908.0
2010-07,,206.0,,,23.0,24.0,,32.0,951.0,56.0,435.0,749.0,3424.0,,442.0,132.0,,,0.0,5771.0,48.0,0.0,,,1509.0,40.0,,,,,,,77.0,,498.0,89.0,0.0,,63.0,863.0,0.0,1104.0,412.0,1000.0,565.0,,,0.0,8.0,3756.0,554.0,0.0,0.0,24.0,,1174.0,46.0,140.0,0.0,52.0,135.0,,,,,,256.0,,96.0,0.0,,362.0,664.0,1681.0,368.0,,153.0,1401.0,109.0,103.0,0.0,0.0,90.0,179.0,326.0,903.0
2010-08,,209.0,,,43.0,43.0,,26.0,946.0,53.0,373.0,695.0,2966.0,,358.0,126.0,,,0.0,5378.0,53.0,0.0,,,1367.0,26.0,,,,,,,54.0,,466.0,73.0,5.0,,76.0,758.0,0.0,1124.0,356.0,978.0,474.0,,,0.0,3.0,3392.0,403.0,0.0,0.0,26.0,,1052.0,45.0,172.0,0.0,65.0,171.0,,,,,,302.0,,84.0,0.0,,365.0,620.0,1510.0,373.0,,149.0,1185.0,116.0,70.0,0.0,0.0,41.0,184.0,333.0,741.0
2010-09,,196.0,4033.0,,67.0,59.0,,30.0,947.0,42.0,439.0,730.0,2591.0,,423.0,80.0,,,0.0,6674.0,44.0,0.0,,,1351.0,38.0,,,,,,,72.0,,430.0,64.0,1.0,1985.0,60.0,851.0,0.0,1239.0,356.0,916.0,561.0,,,0.0,5.0,3060.0,440.0,0.0,0.0,13.0,,976.0,49.0,161.0,0.0,71.0,162.0,,,,,,276.0,,74.0,0.0,,343.0,667.0,1594.0,350.0,,134.0,936.0,94.0,112.0,0.0,0.0,41.0,230.0,464.0,832.0
2010-10,,265.0,4044.0,,33.0,46.0,,24.0,925.0,47.0,610.0,747.0,2462.0,,397.0,106.0,,,0.0,7117.0,61.0,0.0,,,1222.0,35.0,,,,,,,83.0,,444.0,99.0,1.0,2037.0,53.0,929.0,0.0,1355.0,399.0,1078.0,554.0,,,0.0,4.0,3125.0,562.0,6.0,0.0,16.0,,1032.0,52.0,160.0,0.0,69.0,144.0,,,,,,306.0,,91.0,0.0,,278.0,660.0,1655.0,357.0,,123.0,857.0,100.0,114.0,0.0,1.0,46.0,216.0,507.0,846.0
2010-11,,249.0,4063.0,,33.0,31.0,,34.0,809.0,33.0,546.0,659.0,2503.0,,396.0,94.0,,,0.0,6561.0,36.0,0.0,,,1120.0,30.0,,,,,,,58.0,,388.0,90.0,0.0,1803.0,47.0,898.0,0.0,1218.0,422.0,901.0,453.0,,,0.0,2.0,3166.0,437.0,1.0,0.0,25.0,,905.0,48.0,148.0,0.0,50.0,114.0,,,,,,312.0,,101.0,0.0,352.0,333.0,733.0,1733.0,373.0,,112.0,761.0,107.0,117.0,0.0,1.0,48.0,212.0,332.0,791.0
2010-12,,213.0,3846.0,,24.0,29.0,,20.0,907.0,25.0,470.0,679.0,2052.0,,356.0,103.0,,,0.0,6370.0,42.0,0.0,,,1062.0,31.0,,,,,,,51.0,,433.0,83.0,1.0,2825.0,53.0,863.0,0.0,1182.0,398.0,938.0,562.0,,,0.0,4.0,2896.0,399.0,0.0,0.0,23.0,,687.0,44.0,145.0,0.0,48.0,106.0,,,,,,279.0,,83.0,0.0,261.0,278.0,668.0,1666.0,371.0,,98.0,717.0,138.0,84.0,0.0,0.0,53.0,160.0,341.0,753.0
2010-13,,192.0,3504.0,,25.0,34.0,,30.0,1123.0,38.0,420.0,689.0,1900.0,,380.0,77.0,,,0.0,5530.0,33.0,0.0,,,914.0,37.0,,,,,,,55.0,,404.0,83.0,0.0,1885.0,60.0,851.0,0.0,1011.0,352.0,901.0,481.0,,,0.0,3.0,2816.0,440.0,7.0,0.0,17.0,,693.0,45.0,146.0,0.0,39.0,144.0,,,,,,235.0,,88.0,0.0,309.0,309.0,626.0,1816.0,352.0,,137.0,714.0,87.0,69.0,0.0,0.0,54.0,193.0,348.0,768.0
