week,incidence
2016-42,0.59
2016-43,0.71
2016-44,0.81
2016-45,0.98
2016-46,1.25
2016-47,1.58
2016-48,2
2016-49,2.52
2016-50,4.31
2016-51,7.24
2016-52,9.57
2017-01,9.09
2017-02,8.7
2017-03,7.61
2017-04,6.61
2017-05,5.64
2017-06,4.25
2017-07,3.19
2017-08,2.64
2017-09,2.19
2017-10,1.76
2017-11,1.48
2017-12,1.24
2017-13,1.04
2017-14,0.87
2017-15,0.69
